consumer_id,observation_start,observation_end,primary_platform,region,device_type,source_count,ecommerce_events,marketing_events,search_platform_events,social_events,session_count,active_days,total_interactions,searches,unique_search_terms,product_views,product_clicks,add_to_cart,wishlist_adds,purchases,total_spend,average_order_value,product_diversity,category_diversity,recency_days,repeat_purchase_rate,engagement_events,content_views,content_likes,content_saves,content_shares,ad_impressions,ad_clicks,ad_ctr,email_opens,email_clicks,campaign_engagements,campaign_conversions,campaign_conversion_rate,search_frequency_per_day,engagement_frequency_per_day,repeat_search_rate,commercial_intent_score,cross_category_interactions,social_engagements,text_topic_events,interest_term_count,visual_events,visual_object_detections,fitness_score,wellness_score,technology_score,fashion_score,travel_score,learning_score,entertainment_score,food_score,home_score,finance_score,dominant_behavioral_domain,identity_orientation_ground_truth,identity_strength_ground_truth,emerging_identity_ground_truth,identity_change_score_ground_truth,future_need_category_ground_truth,future_purchase_probability_ground_truth,future_purchase_30d_ground_truth,future_purchase_value_ground_truth
C00055,2026-05-01,2026-06-29,Search,East,Mobile,4,117,45,18,61,37,20,241,47,27,94,44,17,1,6,1015.81,169.3,9,4,1,0.79,60,45,13,5,3,42,2,0.0476,2,1,16,1,0.0625,2.35,3.0,0.778,0.691,9,6,3,6,2,6,10.76,24.9,30.25,92.62,12.33,22.85,28.11,39.18,45.31,14.66,Fashion,Fashion & Lifestyle Explorer,67.8,Fashion & Lifestyle Explorer,0.1,Fashion & Lifestyle,0.3666,1,272.99
C00056,2026-05-01,2026-06-29,Social,West,Mobile,3,2,1,1,1,2,3,5,1,1,4,2,1,0,0,0.0,0.0,9,5,5,0.0,0,0,1,0,0,5,0,0.0,0,0,1,0,0.0,0.33,0.0,0.0,0.771,19,3,2,4,0,0,95.68,85.62,35.72,21.44,20.75,27.7,13.57,68.52,31.47,15.88,Fitness,Health-Conscious Lifestyle Adopter,82.4,Health-Conscious Lifestyle Adopter,0.0,Fitness & Wellness,0.6914,0,0.0
C00057,2026-05-01,2026-06-29,Social,South,Mobile,4,13,6,1,4,9,8,24,2,1,28,11,4,1,1,223.22,223.22,3,6,6,0.0,1,8,3,1,0,12,0,0.0,2,1,4,0,0.0,0.25,0.12,0.0,1.0,7,4,2,5,1,3,56.15,59.16,28.85,45.65,30.06,21.37,18.82,65.49,62.1,31.62,Food,Home & Lifestyle Optimizer,75.5,Health-Conscious Lifestyle Adopter,55.1,Fitness & Wellness,0.4952,0,0.0
C00058,2026-05-01,2026-06-29,E-commerce,North,Mobile,2,55,20,13,14,23,7,102,24,14,46,23,8,1,3,1079.95,359.98,10,4,0,0.622,25,16,4,2,2,31,2,0.0645,3,1,7,1,0.1429,3.43,3.57,0.587,0.679,10,4,2,4,1,3,19.05,27.16,96.32,4.76,22.46,52.87,28.85,16.2,26.07,41.0,Technology,Technology-Oriented Adopter,82.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3838,0,0.0
C00059,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,15,3,3,8,16,3,29,6,3,13,6,2,0,1,104.26,104.26,6,3,4,0.0,4,5,0,2,1,11,1,0.0909,1,0,1,0,0.0,2.0,1.33,0.0,0.73,9,3,2,5,0,0,27.38,28.23,23.87,34.2,49.53,27.91,74.83,21.65,23.86,19.56,Entertainment,Entertainment & Social Experience Seeker,71.4,Travel & Adventure Explorer,38.5,Travel & Experiences,0.4711,0,0.0
C00060,2026-05-01,2026-06-29,Email,North,Tablet,4,176,35,15,46,30,15,272,57,33,110,59,20,6,7,1240.27,177.18,11,4,18,0.952,68,53,13,8,2,60,3,0.05,1,0,16,1,0.0625,3.8,4.53,0.835,0.77,14,9,5,5,0,0,45.08,76.17,30.64,19.32,26.76,24.57,30.63,87.78,40.57,23.09,Food,Food & Wellness Explorer,72.3,Food & Wellness Explorer,0.0,Food & Nutrition,0.3989,1,278.36
C00061,2026-05-01,2026-06-29,Search,North,Mobile,3,54,24,5,22,15,16,105,20,12,35,16,4,0,1,159.84,159.84,7,5,5,0.0,23,19,2,1,0,10,0,0.0,6,2,4,0,0.0,1.25,1.44,0.597,0.586,12,5,2,2,2,4,41.56,47.81,32.94,34.2,29.44,37.5,44.69,43.15,37.56,34.68,Wellness,Balanced Multi-Interest Consumer,72.1,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.4078,0,0.0
C00062,2026-05-01,2026-06-29,Search,West,Mobile,3,80,55,25,28,20,13,188,36,20,87,49,18,1,6,1068.68,178.11,10,3,1,0.839,48,38,9,5,2,55,3,0.0545,0,0,12,1,0.0833,2.77,3.69,0.73,0.926,6,10,6,7,3,9,12.53,15.76,22.14,43.59,42.31,25.41,88.95,24.09,18.23,30.4,Entertainment,Entertainment & Social Experience Seeker,70.7,Entertainment & Social Experience Seeker,2.0,Entertainment & Experiences,0.3817,0,0.0
C00063,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,59,25,27,28,23,9,139,17,10,57,29,9,2,3,590.39,196.8,5,4,32,0.68,30,28,4,2,1,27,1,0.037,6,2,7,0,0.0,1.89,3.33,0.687,1.0,3,4,2,4,2,5,64.17,45.12,37.69,31.01,59.52,20.16,34.78,57.17,31.89,14.64,Fitness,Travel & Adventure Explorer,75.5,Health-Conscious Lifestyle Adopter,58.0,Fitness & Wellness,0.5416,0,0.0
C00064,2026-05-01,2026-06-29,Search,East,Desktop,4,82,21,30,18,19,16,151,28,16,50,18,4,1,1,228.22,228.22,10,4,30,0.0,38,31,9,3,1,185,6,0.0324,6,2,17,1,0.0588,1.75,2.38,0.573,0.535,12,6,3,3,0,0,51.32,53.48,44.14,50.75,37.28,54.73,28.71,45.18,35.65,37.51,Learning,Balanced Multi-Interest Consumer,66.9,Balanced Multi-Interest Consumer,2.5,Lifestyle & Personal Development,0.3913,0,0.0
C00065,2026-05-01,2026-06-29,Search,North,Desktop,4,614,124,0,268,47,23,1005,198,115,403,180,60,15,22,2388.65,108.58,16,4,5,0.999,269,192,47,22,10,106,5,0.0472,14,4,56,4,0.0714,8.61,11.7,0.985,0.666,14,25,14,5,11,31,29.13,18.1,25.09,83.73,25.4,26.27,30.85,33.12,64.98,30.21,Fashion,Fashion & Lifestyle Explorer,77.7,Home & Lifestyle Optimizer,41.5,Home & Lifestyle,0.417,1,238.7
C00066,2026-05-01,2026-06-29,E-commerce,North,Mobile,2,47,26,1,22,20,4,96,22,13,39,22,8,2,3,357.5,119.17,12,5,1,0.681,29,9,3,2,0,12,1,0.0833,4,1,5,0,0.0,5.5,7.25,0.464,0.704,18,6,4,7,0,0,28.87,46.33,25.37,10.54,95.81,40.15,40.75,32.89,16.63,14.09,Travel,Travel & Adventure Explorer,78.0,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3294,1,245.68
C00067,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,65,27,20,15,25,2,127,21,12,50,21,7,0,2,452.76,226.38,10,3,6,0.524,37,31,8,4,2,20,1,0.05,2,1,10,1,0.1,10.5,18.5,0.587,0.721,9,5,2,4,2,5,41.9,28.55,63.83,29.69,36.71,45.78,36.28,28.32,37.22,36.8,Technology,Balanced Multi-Interest Consumer,71.4,Technology-Oriented Adopter,31.1,Technology & Digital Tools,0.3977,1,466.32
C00068,2026-05-01,2026-06-29,Search,North,Desktop,4,104,24,35,25,25,7,188,35,20,78,40,16,4,6,1187.58,197.93,8,3,3,0.829,61,37,6,7,3,55,4,0.0727,9,3,13,1,0.0769,5.0,8.71,0.763,0.794,10,1,1,8,1,3,43.75,28.36,27.56,18.64,95.66,27.02,35.07,24.64,21.21,24.24,Travel,Travel & Adventure Explorer,79.4,Travel & Adventure Explorer,0.1,Travel & Experiences,0.3369,0,0.0
C00069,2026-05-01,2026-06-29,Social,Central,Mobile,4,8,3,4,3,7,3,18,6,3,9,5,2,0,1,239.08,239.08,9,3,6,0.0,12,13,6,3,1,24,1,0.0417,1,0,7,1,0.1429,2.0,4.0,0.0,0.573,4,4,2,6,2,6,100.0,84.75,20.97,26.91,15.08,28.81,13.51,68.71,28.88,20.62,Fitness,Health-Conscious Lifestyle Adopter,78.5,Health-Conscious Lifestyle Adopter,0.0,Fitness & Wellness,0.7214,1,336.57
C00070,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,14,6,6,4,12,5,30,1,1,21,11,4,1,1,164.06,164.06,8,3,3,0.0,1,7,1,2,1,26,1,0.0385,1,0,2,0,0.0,0.2,0.2,0.0,1.0,3,1,1,5,0,0,25.73,24.25,32.16,73.74,31.67,17.29,59.47,37.6,29.41,16.57,Fashion,Fashion & Lifestyle Explorer,76.0,Entertainment & Social Experience Seeker,36.6,Entertainment & Experiences,0.4341,0,0.0
C00071,2026-05-01,2026-06-29,Search,East,Mobile,4,26,19,8,15,15,6,68,12,7,32,17,6,1,2,422.23,211.12,10,3,5,0.478,19,12,4,2,1,42,2,0.0476,2,1,7,1,0.1429,2.0,3.17,0.203,0.919,9,4,2,5,1,3,20.74,30.37,29.46,48.62,51.69,17.71,89.99,37.13,10.58,25.08,Entertainment,Entertainment & Social Experience Seeker,77.9,Entertainment & Social Experience Seeker,0.4,Entertainment & Experiences,0.4251,1,446.24
C00072,2026-05-01,2026-06-29,E-commerce,South,Desktop,3,54,13,32,23,28,12,122,20,12,57,29,11,1,4,650.07,162.52,14,4,5,0.739,33,25,9,2,2,96,4,0.0417,1,0,13,1,0.0769,1.67,2.75,0.288,0.943,8,10,6,6,3,9,20.28,30.84,100.0,19.04,36.05,53.47,26.35,17.91,15.64,45.96,Technology,Technology-Oriented Adopter,69.4,Technology-Oriented Adopter,6.1,Technology & Digital Tools,0.4151,0,0.0
C00073,2026-05-01,2026-06-29,Search,West,Tablet,3,40,12,15,20,24,11,87,19,11,36,17,7,1,2,419.0,209.5,8,3,9,0.533,26,15,5,1,0,32,2,0.0625,2,1,8,1,0.125,1.73,2.36,0.606,0.716,9,0,0,5,2,6,25.5,17.94,31.22,100.0,24.94,19.93,46.63,15.93,41.25,15.23,Fashion,Fashion & Lifestyle Explorer,92.8,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.3933,0,0.0
C00074,2026-05-01,2026-06-29,Email,North,Desktop,4,39,11,15,9,18,5,74,22,13,31,19,7,1,2,502.42,251.21,10,4,1,0.44,19,22,7,2,2,16,1,0.0625,1,0,8,1,0.125,4.4,3.8,0.591,0.604,13,5,3,6,2,6,30.77,32.15,100.0,23.02,18.1,54.02,28.04,34.64,24.07,50.49,Technology,Technology-Oriented Adopter,86.0,Technology-Oriented Adopter,3.3,Technology & Digital Tools,0.3469,0,0.0
C00075,2026-05-01,2026-06-29,Social,North,Mobile,4,162,77,0,42,25,7,267,48,27,94,43,12,3,4,876.44,219.11,9,3,30,0.783,78,55,14,6,2,49,2,0.0408,5,2,18,1,0.0556,6.86,11.14,0.803,0.685,3,7,4,5,4,11,41.31,52.51,29.75,25.87,45.16,19.64,32.55,77.81,26.56,22.04,Food,Food & Wellness Explorer,79.4,Travel & Adventure Explorer,55.8,Travel & Experiences,0.3133,0,0.0
C00076,2026-05-01,2026-06-29,Email,West,Mobile,4,61,26,25,47,37,14,159,36,21,73,41,15,4,5,1232.13,246.43,9,4,0,0.821,53,34,11,5,2,20,1,0.05,6,2,14,1,0.0714,2.57,3.79,0.711,0.796,12,9,5,7,0,0,5.0,18.2,30.41,100.0,32.73,12.16,41.47,31.74,42.98,19.82,Fashion,Fashion & Lifestyle Explorer,74.9,Fashion & Lifestyle Explorer,0.0,Fashion & Lifestyle,0.4079,0,0.0
C00077,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,1923,645,45,814,114,46,3427,701,393,1437,765,241,61,85,13472.47,158.5,22,3,6,0.939,993,652,173,81,38,131,6,0.0458,9,3,182,16,0.0879,15.24,21.59,1.0,0.891,9,13,8,7,0,0,26.46,28.93,28.44,25.97,94.54,33.0,52.7,27.72,16.88,24.9,Travel,Travel & Adventure Explorer,74.6,Travel & Adventure Explorer,0.0,Travel & Experiences,0.4261,0,0.0
C00078,2026-05-01,2026-06-29,Search,West,Mobile,3,268,119,0,143,43,22,498,97,58,204,116,38,11,13,2473.68,190.28,14,5,18,0.916,137,95,25,12,5,48,2,0.0417,1,0,27,2,0.0741,4.41,6.23,0.896,0.837,16,7,4,3,0,0,23.91,26.57,52.07,8.19,13.41,91.58,26.77,20.89,33.46,49.0,Learning,Learning-Oriented Explorer,80.9,Learning-Oriented Explorer,0.0,Learning & Education,0.4743,1,305.7
C00079,2026-05-01,2026-06-29,E-commerce,Central,Mobile,3,110,44,21,53,25,12,228,49,29,98,52,21,5,8,1199.74,149.97,11,5,1,0.817,73,45,11,5,2,59,3,0.0508,3,1,15,1,0.0667,4.08,6.08,0.801,0.751,19,4,2,5,4,13,19.91,33.12,23.28,51.44,27.38,26.3,37.89,42.23,100.0,42.72,Home,Home & Lifestyle Optimizer,81.1,Home & Lifestyle Optimizer,3.9,Home & Lifestyle,0.354,0,0.0
C00080,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,92,48,17,22,34,13,179,39,23,84,52,19,5,7,1408.46,201.21,10,4,10,0.867,57,40,13,5,3,15,1,0.0667,0,0,14,1,0.0714,3.0,4.38,0.775,0.921,8,2,1,6,1,3,48.62,82.56,16.1,32.87,17.38,28.73,27.85,100.0,37.33,23.35,Food,Food & Wellness Explorer,91.4,Food & Wellness Explorer,1.8,Food & Nutrition,0.4,0,0.0
C00081,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,366,173,0,123,63,23,602,90,54,200,77,19,3,5,1014.84,202.97,10,5,3,0.751,124,123,21,8,4,68,2,0.0294,5,1,24,1,0.0417,3.91,5.39,0.897,0.748,6,5,2,3,2,4,47.47,42.79,45.12,38.99,36.65,37.95,30.13,30.97,16.95,37.67,Fitness,Balanced Multi-Interest Consumer,65.1,Balanced Multi-Interest Consumer,2.8,Lifestyle & Personal Development,0.4398,1,289.32
C00082,2026-05-01,2026-06-29,E-commerce,West,Desktop,3,19,6,1,4,12,2,30,7,4,7,3,1,0,1,187.3,187.3,7,3,6,0.0,3,13,5,3,1,20,1,0.05,1,0,6,1,0.1667,3.5,1.5,0.0,0.499,9,2,1,7,1,3,27.75,13.75,40.07,91.98,24.32,20.0,47.64,22.23,35.47,21.61,Fashion,Fashion & Lifestyle Explorer,80.6,Fashion & Lifestyle Explorer,1.1,Fashion & Lifestyle,0.3005,1,362.8
C00083,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,85,38,1,15,22,16,139,25,14,60,32,13,3,4,621.3,155.32,10,4,8,0.785,37,28,7,5,2,16,1,0.0625,4,1,9,1,0.1111,1.56,2.31,0.637,0.865,7,7,4,5,1,3,18.58,31.18,98.08,18.43,32.13,60.07,26.01,21.18,40.53,42.99,Technology,Technology-Oriented Adopter,76.7,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.398,0,0.0
C00084,2026-05-01,2026-06-29,Search,Central,Mobile,4,36,12,19,26,13,2,93,18,10,35,18,7,2,2,342.17,171.08,7,3,7,0.526,28,15,5,3,1,83,5,0.0602,4,1,11,1,0.0909,9.0,14.0,0.573,0.747,9,11,6,7,1,3,18.45,34.57,66.79,23.9,23.51,33.61,9.99,28.55,24.36,92.81,Finance,Finance-Aware Planner,77.9,Finance-Aware Planner,0.9,Finance & Planning,0.3286,0,0.0
C00085,2026-05-01,2026-06-29,Social,West,Mobile,3,40,14,23,12,18,11,89,17,10,39,20,7,0,2,351.66,175.83,12,4,13,0.475,29,23,6,4,1,144,8,0.0556,4,1,15,1,0.0667,1.55,2.64,0.301,0.754,5,5,3,6,3,9,59.71,75.98,36.71,22.52,27.36,21.78,37.0,99.46,25.69,20.75,Food,Food & Wellness Explorer,74.0,Food & Wellness Explorer,1.4,Food & Nutrition,0.4192,0,0.0
C00086,2026-05-01,2026-06-29,E-commerce,South,Desktop,3,44,18,34,19,24,7,115,22,13,46,30,12,1,4,496.53,124.13,13,4,4,0.754,32,24,7,3,1,63,4,0.0635,7,2,13,1,0.0769,3.14,4.57,0.451,0.895,6,7,4,6,0,0,15.78,13.77,24.91,26.01,45.08,19.09,100.0,39.34,17.18,23.34,Entertainment,Entertainment & Social Experience Seeker,80.8,Entertainment & Social Experience Seeker,0.0,Entertainment & Experiences,0.457,1,234.85
C00087,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,73,48,0,46,25,7,162,25,14,72,38,13,2,5,718.28,143.66,14,4,28,0.782,48,28,8,4,1,18,1,0.0556,4,1,10,1,0.1,3.57,6.86,0.443,0.909,14,1,1,6,1,3,88.03,68.94,40.79,22.15,40.86,28.74,25.78,61.53,38.74,31.05,Fitness,Health-Conscious Lifestyle Adopter,84.8,Balanced Multi-Interest Consumer,39.6,Lifestyle & Personal Development,0.4042,0,0.0
C00088,2026-05-01,2026-06-29,E-commerce,East,Desktop,3,250,96,0,63,39,21,391,76,44,179,89,38,11,14,2914.02,208.14,11,4,11,0.933,114,78,22,11,4,120,6,0.05,8,3,31,3,0.0968,3.62,5.43,0.834,0.815,15,8,5,5,4,12,36.69,37.95,37.82,22.09,96.77,30.69,49.13,18.87,24.35,25.13,Travel,Travel & Adventure Explorer,83.3,Travel & Adventure Explorer,1.2,Travel & Experiences,0.341,0,0.0
C00089,2026-05-01,2026-06-29,Email,North,Tablet,3,62,11,19,13,11,2,105,20,12,55,32,11,3,3,402.03,134.01,10,4,22,0.735,28,23,6,2,2,25,1,0.04,9,3,10,1,0.1,10.0,14.0,0.468,0.956,14,11,7,7,7,22,38.78,18.12,19.61,45.43,53.89,22.18,98.57,30.74,30.14,19.01,Entertainment,Entertainment & Social Experience Seeker,81.4,Entertainment & Social Experience Seeker,2.2,Entertainment & Experiences,0.4274,1,140.74
C00090,2026-05-01,2026-06-29,E-commerce,West,Desktop,3,166,79,107,58,58,35,410,83,45,178,105,42,11,15,4324.23,288.28,13,2,2,0.968,119,79,25,11,5,180,8,0.0444,6,2,35,3,0.0857,2.37,3.4,0.899,0.865,5,6,4,7,0,0,23.4,24.25,52.27,9.78,11.64,39.32,19.68,23.02,22.94,97.58,Finance,Finance-Aware Planner,76.5,Finance-Aware Planner,0.0,Finance & Planning,0.4384,0,0.0
C00091,2026-05-01,2026-06-29,Email,East,Mobile,3,142,63,8,52,37,21,265,42,24,105,46,16,4,5,1147.26,229.45,10,4,4,0.686,66,53,10,1,2,74,2,0.027,5,1,13,1,0.0769,2.0,3.14,0.751,0.783,7,0,0,5,3,8,27.72,27.11,36.92,66.37,23.9,23.94,31.61,26.18,49.87,43.5,Fashion,Fashion & Lifestyle Explorer,77.3,Home & Lifestyle Optimizer,37.2,Home & Lifestyle,0.3021,0,0.0
C00092,2026-05-01,2026-06-29,Social,East,Mobile,4,32,13,0,17,13,19,59,9,5,37,18,6,2,2,353.82,176.91,8,3,2,0.543,12,9,3,1,1,33,1,0.0303,3,1,5,0,0.0,0.47,0.63,0.109,1.0,2,14,8,5,1,3,16.12,34.8,53.59,21.64,6.33,57.41,11.28,33.59,29.76,91.43,Finance,Finance-Aware Planner,70.1,Learning-Oriented Explorer,40.2,Learning & Education,0.5918,0,0.0
C00093,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,101,38,63,83,32,8,285,53,32,116,63,24,2,9,1736.91,192.99,11,5,8,0.858,79,57,16,6,2,30,1,0.0333,3,1,18,1,0.0556,6.62,9.88,0.765,0.851,10,13,7,4,0,0,18.88,20.52,58.98,25.26,15.83,41.08,21.84,29.52,24.61,83.73,Finance,Finance-Aware Planner,71.8,Finance-Aware Planner,0.6,Finance & Planning,0.3955,0,0.0
C00094,2026-05-01,2026-06-29,Social,North,Mobile,4,100,36,0,45,18,8,175,36,21,69,36,12,3,4,721.07,180.27,8,4,5,0.764,41,35,7,1,2,20,1,0.05,3,1,9,1,0.1111,4.5,5.12,0.773,0.755,11,8,4,6,3,8,50.17,46.64,24.97,12.68,69.39,26.8,28.42,38.13,31.43,26.62,Travel,Travel & Adventure Explorer,70.9,Health-Conscious Lifestyle Adopter,59.2,Fitness & Wellness,0.4931,0,0.0
C00095,2026-05-01,2026-06-29,Social,Central,Mobile,2,129,43,73,29,26,8,274,54,33,117,62,23,6,9,2383.33,264.81,12,6,13,0.86,83,54,14,5,3,32,2,0.0625,2,1,17,1,0.0588,6.75,10.38,0.842,0.852,7,7,4,5,2,6,25.65,28.7,59.71,25.87,16.62,45.0,23.38,19.0,24.82,99.01,Finance,Finance-Aware Planner,83.7,Finance-Aware Planner,0.7,Finance & Planning,0.3978,1,354.35
C00096,2026-05-01,2026-06-29,Social,South,Mobile,3,32,15,7,8,10,5,62,13,7,21,11,4,1,1,326.51,326.51,11,3,9,0.0,14,11,3,1,1,5,0,0.0,3,1,4,0,0.0,2.6,2.8,0.25,0.658,10,3,2,6,1,3,16.47,19.18,46.8,17.51,14.88,93.6,21.85,21.21,26.62,27.49,Learning,Learning-Oriented Explorer,74.3,Learning-Oriented Explorer,3.1,Learning & Education,0.4436,1,515.72
C00097,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,152,55,0,51,29,3,256,52,30,105,59,20,2,8,2489.02,311.13,11,4,10,0.867,79,49,12,8,2,49,3,0.0612,3,1,16,1,0.0625,17.33,26.33,0.832,0.827,3,7,4,5,0,0,2.3,22.92,52.09,35.71,14.07,93.46,19.29,23.16,32.87,37.75,Learning,Learning-Oriented Explorer,79.4,Learning-Oriented Explorer,2.1,Learning & Education,0.4982,0,0.0
C00098,2026-05-01,2026-06-29,E-commerce,North,Tablet,3,340,101,158,68,63,29,667,132,77,276,159,58,17,19,2942.77,154.88,15,4,4,0.961,192,138,40,15,8,57,3,0.0526,2,1,44,4,0.0909,4.55,6.62,0.928,0.917,9,6,3,3,4,12,70.58,92.44,41.71,16.55,37.35,8.65,16.41,86.35,35.41,21.21,Wellness,Food & Wellness Explorer,80.7,Health-Conscious Lifestyle Adopter,24.0,Fitness & Wellness,0.5486,1,421.6
C00099,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,101,47,74,33,26,15,255,57,32,103,54,23,4,7,918.18,131.17,10,3,3,0.846,72,49,14,6,2,52,3,0.0577,3,1,18,2,0.1111,3.8,4.8,0.816,0.742,2,11,6,5,0,0,55.24,89.93,31.81,21.86,34.96,31.48,34.29,95.42,34.63,22.24,Food,Food & Wellness Explorer,80.8,Food & Wellness Explorer,2.6,Food & Nutrition,0.3909,1,256.13
C00100,2026-05-01,2026-06-29,Search,North,Mobile,4,237,76,25,111,73,35,449,98,55,184,105,43,5,16,4093.94,255.87,13,3,1,0.895,130,87,24,12,5,64,4,0.0625,3,1,29,3,0.1034,2.8,3.71,0.844,0.895,2,4,2,5,4,13,20.34,28.58,98.93,25.27,22.21,62.73,27.08,24.69,27.21,39.81,Technology,Technology-Oriented Adopter,87.4,Technology-Oriented Adopter,1.4,Technology & Digital Tools,0.4817,1,399.93
C00101,2026-05-01,2026-06-29,Social,North,Desktop,3,38,13,9,11,19,6,71,13,8,23,11,4,1,1,226.8,226.8,10,5,2,0.0,16,5,2,0,1,29,1,0.0345,2,1,4,0,0.0,2.17,2.67,0.249,0.626,16,4,2,6,2,5,25.15,39.76,48.08,27.09,17.34,32.94,16.04,24.06,63.93,71.48,Finance,Finance-Aware Planner,73.1,Home & Lifestyle Optimizer,47.0,Home & Lifestyle,0.4728,1,253.07
C00102,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,66,44,54,21,45,22,185,37,22,77,42,15,1,6,1027.05,171.18,11,5,0,0.783,52,37,12,2,3,25,1,0.04,2,1,14,1,0.0714,1.68,2.36,0.724,0.798,7,6,3,7,1,3,45.86,27.48,91.0,32.21,24.98,45.29,21.93,12.96,33.39,33.13,Technology,Technology-Oriented Adopter,76.9,Technology-Oriented Adopter,5.4,Technology & Digital Tools,0.3793,0,0.0
C00103,2026-05-01,2026-06-29,E-commerce,North,Desktop,4,4,3,0,2,4,2,9,1,1,2,1,0,0,1,142.01,142.01,9,4,17,0.0,0,0,2,0,0,19,1,0.0526,1,0,3,0,0.0,0.5,0.0,0.0,0.571,13,0,0,6,0,0,24.75,30.3,44.13,21.8,16.28,31.49,10.37,14.84,8.96,96.21,Finance,Finance-Aware Planner,76.3,Finance-Aware Planner,4.0,Finance & Planning,0.2203,0,0.0
C00104,2026-05-01,2026-06-29,Social,South,Mobile,4,47,33,6,29,18,2,115,23,14,51,25,7,1,2,229.83,114.92,11,5,6,0.495,36,28,6,4,2,7,0,0.0,0,0,6,0,0.0,11.5,18.0,0.542,0.75,18,6,3,4,1,3,81.98,85.37,32.88,26.28,18.87,22.75,23.71,82.79,30.68,27.67,Wellness,Health-Conscious Lifestyle Adopter,84.2,Food & Wellness Explorer,19.9,Food & Nutrition,0.3713,1,149.89
C00105,2026-05-01,2026-06-29,Search,North,Desktop,3,97,42,0,33,24,15,158,32,19,78,44,17,1,6,1630.11,271.68,8,5,12,0.836,50,27,7,3,1,56,3,0.0536,2,1,11,1,0.0909,2.13,3.33,0.742,0.825,10,2,1,6,2,6,23.22,29.32,40.52,40.82,43.96,14.57,97.53,32.77,15.89,28.87,Entertainment,Entertainment & Social Experience Seeker,81.1,Entertainment & Social Experience Seeker,8.8,Entertainment & Experiences,0.3935,1,436.19
C00106,2026-05-01,2026-06-29,Search,North,Mobile,4,37,12,28,15,17,9,92,18,10,43,24,9,1,3,651.09,217.03,8,3,3,0.649,26,20,5,1,1,65,3,0.0462,1,0,8,1,0.125,2.0,2.89,0.564,0.848,7,5,3,6,1,3,27.34,18.41,17.91,52.5,46.28,20.59,99.41,20.13,15.44,23.05,Entertainment,Entertainment & Social Experience Seeker,80.1,Entertainment & Social Experience Seeker,0.1,Entertainment & Experiences,0.3849,0,0.0
C00107,2026-05-01,2026-06-29,Social,South,Mobile,4,2,1,1,1,2,7,5,1,1,0,0,0,0,0,0.0,0.0,3,3,7,0.0,4,6,0,0,1,50,2,0.04,1,0,2,0,0.0,0.14,0.57,0.0,0.255,8,2,1,5,1,3,19.85,18.55,25.44,25.14,74.96,27.03,76.49,34.86,7.37,17.28,Entertainment,Entertainment & Social Experience Seeker,79.1,Travel & Adventure Explorer,39.3,Travel & Experiences,0.3285,0,0.0
C00108,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,851,150,82,282,108,44,1365,283,170,574,274,96,24,40,6060.61,151.52,22,5,25,0.99,412,271,75,34,16,24,1,0.0417,5,2,78,7,0.0897,6.43,9.36,0.961,0.774,8,12,7,5,0,0,48.4,81.69,31.97,23.33,34.1,16.42,17.44,97.3,33.28,13.48,Food,Food & Wellness Explorer,74.6,Food & Wellness Explorer,1.5,Food & Nutrition,0.3775,1,248.16
C00109,2026-05-01,2026-06-29,E-commerce,Central,Mobile,4,71,40,17,17,35,15,145,25,15,45,19,5,0,1,152.44,152.44,11,5,2,0.0,27,36,6,3,2,21,1,0.0476,1,0,7,0,0.0,1.67,1.8,0.551,0.589,12,1,1,4,1,3,32.37,32.73,34.72,70.67,39.24,20.43,60.54,31.16,26.73,31.61,Fashion,Fashion & Lifestyle Explorer,70.8,Entertainment & Social Experience Seeker,42.3,Entertainment & Experiences,0.4003,1,213.04
C00110,2026-05-01,2026-06-29,Search,East,Desktop,3,37,11,0,18,17,3,60,16,9,24,11,4,0,1,129.8,129.8,12,4,1,0.0,22,12,3,1,1,27,1,0.037,1,0,4,0,0.0,5.33,7.33,0.236,0.596,14,2,1,5,0,0,26.5,23.74,28.51,45.7,48.97,21.91,91.76,20.91,6.75,23.02,Entertainment,Entertainment & Social Experience Seeker,84.4,Entertainment & Social Experience Seeker,1.6,Entertainment & Experiences,0.3854,0,0.0
